Product_name,Brand,Images,Original_price,Sale_price,SKU,Short_description,Short_description_img,Long_description,Category,Tags,Page,Source_link
"Rolex Datejust 36/28mm SS/SS Jub Grey/Rmn","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-GreyRmn-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-GreyRmn-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-GreyRmn-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-GreyRmn-4.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-GreyRmn-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-GreyRmn-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-GreyRmn-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-GreyRmn-8.jpg","$345","","COUPLE15","<p>Rl</p>","","</p>;<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>Grey Dial with Roman Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>Solid 316L Stainless Steel with Deployant Buckle</td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving</td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel</td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-ss-ss-jub-grey-rmn/"
"Rolex Datejust 36/28mm RG/SS Jub Grey/Rmn","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn-4-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGSS-Jub-GreyRmn-8.jpg","$345","","COUPLE14","<p>Rl</p>","","<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>Grey Dial with Roman Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>Two Tone 18K Rose Gold Plated Solid 316L Stainless Steel with Deployant Buckle</td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving</td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel</td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-rg-ss-jub-grey-rmn/"
"Rolex Datejust 36/28mm SS/SS Jub Pink/Dial","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia-4.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-PinkDia-8.jpg","$345","","COUPLE10","<p>Rl</p>","","</p>;<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>Pink Dial with Diamond Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>Solid 316L Stainless Steel with Deployant Buckle</td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving</td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel</td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-ss-ss-jub-pink-dial/"
"Rolex Datejust 36/28mm SS/SS Jub White/Dial","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia-4.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-SSSS-Jub-WhiteDia-8.jpg","$345","","COUPLE2","<p>Rl</p>","","</p>;<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>White Dial with Diamond Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>Solid 316L Stainless Steel with Deployant Buckle</td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving</td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel</td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-ss-ss-jub-white-dial/"
"Rolex Datejust 36/28mm RG/RG Jub Sliver/Dial","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia-4.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-SliverDia-8.jpg","$345","","COUPLE5","<p>Rl</p>","","<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>Sliver Dial with Diamond Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel with Deployant Buckle</td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving</td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel</td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-rg-rg-jub-sliver-dial/"
"Rolex Datejust 36 mm Chocolate Dial 126201","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Rolex-Datejust-36-mm-Chocolate-Dial-126201.png,https://dealsyity.com/wp-content/uploads/2024/12/0c831dfe4831ac6b983c87f155ec.jpg,https://dealsyity.com/wp-content/uploads/2024/12/6a41283b4a1dbec9a1efff286965.jpg,https://dealsyity.com/wp-content/uploads/2024/12/e0b056894137a9dd356ce33de9bc.jpg,https://dealsyity.com/wp-content/uploads/2024/12/6920b7ba4336b47ce812313dfcd2.jpg","$360","","2023RL-60","<p>Rl</p>","","<table class=""expert-table"">;<tbody>;<tr>;<th>Brand</th>;<td>Rolex</td>;</tr>;<tr>;<th>Reference</th>;<td>126201</td>;</tr>;<tr>;<th>Gender</th>;<td>Men’s watch</td>;</tr>;<tr>;<th>Model</th>;<td>Datejust</td>;</tr>;<tr>;<th>Movement</th>;<td>Kinetic (Automatic)</td>;</tr>;<tr>;<th>Case material</th>;<td>Oystersteel and 18k Everose gold</td>;</tr>;<tr>;<th>Case diameter</th>;<td>36 mm</td>;</tr>;<tr>;<th>Bezel</th>;<td>Domed</td>;</tr>;<tr>;<th>Dial</th>;<td>Chocolate</td>;</tr>;<tr>;<th>Band material</th>;<td>Jubilee, five-piece links</td>;</tr>;<tr>;<th>Bezel Material</th>;<td>Oystersteel and 18k Everose gold</td>;</tr>;<tr>;<th>Water Resistant</th>;<td>SuperClone watches are waterproof up to 30 meters.</td>;</tr>;<tr>;<th>Glass</th>;<td>Sapphire crystal</td>;</tr>;<tr>;<th>Quality</th>;<td>Premium ETA-Type Movement</td>;</tr>;</tbody>;</table>","watches","#Ads-Lists-men","1","https://dealsyity.com/shop/for-men/mens-watches/superclone-rolex-datejust-36-mm-chocolate-dial-126201/"
"Rolex Datejust 36/28mm RG/RG Jub Black/Dial","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia-4.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-BlackDia-8.jpg","$345","","COUPLE4","<p>Rl</p>","","</p>;<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>Black Dial with Diamond Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel with Deployant Buckle</td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving</td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel</td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-rg-rg-jub-black-dial/"
"Rolex Datejust 36/28mm RG/RG Jubilee Bracelet","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet-4.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jubilee-Bracelet-8.jpg","$345","","COUPLE13","<p>Rl</p>","","<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>Grey Dial with Roman Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel with Deployant Buckle </td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving </td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel </td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-rg-rg-jubilee-bracelet/"
"Rolex Datejust 31mm White Dial 79173","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/White-Ladies-Datejust-79173-Replica.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Fake-White-Ladies-Datejust-79173.jpg,https://dealsyity.com/wp-content/uploads/2024/12/White-Ladies-Datejust-79173-Imitation-Watch.jpg","$399","","CLONE71","<p>Rl</p>","","<table class=""expert-table"">;<tbody>;<tr>;<th>Brand</th>;<td>Rolex</td>;</tr>;<tr>;<th>Model</th>;<td>Datejust</td>;</tr>;<tr>;<th>Reference</th>;<td>79173</td>;</tr>;<tr>;<th>Gender</th>;<td>Women’s watch</td>;</tr>;<tr>;<th>Movement</th>;<td>Kinetic (Automatic)</td>;</tr>;<tr>;<th>Case Diameter</th>;<td>31 mm</td>;</tr>;<tr>;<th>Case Material</th>;<td>Gold Plated</td>;</tr>;<tr>;<th>Band Material</th>;<td>Stainless Steel & Gold Plated</td>;</tr>;<tr>;<th>Dial Color</th>;<td>White</td>;</tr>;<tr>;<th>Quality</th>;<td>Premium ETA-Type Movement</td>;</tr>;<tr>;<th>Glass</th>;<td>Sapphire crystal</td>;</tr>;<tr>;<th>Water Resistance</th>;<td>Waterproof up to 30 meters.</td>;</tr>;</tbody>;</table>","watches","#women","1","https://dealsyity.com/shop/for-men/mens-watches/rolex-datejust-31mm-white-dial-79173/"
"Rolex Datejust 36/28mm RG/RG Jub Gold/Dial","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia-4.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GoldDia-8.jpg","$345","","COUPLE3","<p>Rl</p>","","</p>;<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>Gold Dial with Diamond Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel with Deployant Buckle</td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving</td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel</td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-rg-rg-jub-gold-dial/"
"Rolex Datejust 36/28mm RG/RG Jub Green/Dial","Rolex","https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia-1.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia-2.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia-3.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia-4.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia-5.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia-6.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia-7.jpg,https://dealsyity.com/wp-content/uploads/2024/12/Replica-Rolex-Datejust-3628mm-RGRG-Jub-GreenDia-8.jpg","$345","","COUPLE16","<p>Rl</p>","","</p>;<table class=""expert-table"">;<tbody>;<tr>;<th>MOVEMENT</th>;<td>36mm:Japanese Miyota 8215 Automatic Movement, 28mm:Miyota 6T51 Automatic Movement</td>;</tr>;<tr>;<th>CASE DIAMETER</th>;<td>36/28mm</td>;</tr>;<tr>;<th>THICKNESS</th>;<td>12.5mm</td>;</tr>;<tr>;<th>DIAL COLOR</th>;<td>Green Dial with Diamond Markers</td>;</tr>;<tr>;<th>CASE MATERIAL</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel</td>;</tr>;<tr>;<th>BRACELET</th>;<td>18K Rose Gold Plated Solid 316L Stainless Steel with Deployant Buckle</td>;</tr>;<tr>;<th>FRONT GLASS</th>;<td>Scratch-proof Sapphire Crystal</td>;</tr>;<tr>;<th>CASE BACK</th>;<td>Solid case back with detailed engraving</td>;</tr>;<tr>;<th>BEZEL</th>;<td>Fluted Bezel</td>;</tr>;<tr>;<th>CLASP TYPE</th>;<td>Deployant Buckle</td>;</tr>;<tr>;<th>DATE INDICATOR</th>;<td>At 3:00 Position (Adjusted via Crown)</td>;</tr>;<tr>;<th>OTHER REMARKS</th>;<td>Waterproofed to 30m direct from Factory</td>;</tr>;</tbody>;</table>","watches","","1","https://dealsyity.com/shop/rolex/datejust/rolex-datejust-36-28mm-rg-rg-jub-green-dial/"
